Car_id,Dealer_Name,Company,Model,Engine,Transmission,Color,Price,Dealer_No ,Body _Style,Dealer_Region,,,Count of Model,
17114,Motor Vehicle Branch Office,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12500,78758-7841,Sedan,Middletown,,,,
17115,Nebo Chevrolet,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,06457-3834,Hatchback,Aurora,,,,
17116,New Castle Ford Lincoln Mercury,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,60504-7114,SUV,Greenville,,,,
17117,Pars Auto Sales,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,38701-8047,Passenger,Pasco,,,,
17118,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,99301-3882,Hatchback,Janesville,,,,
17119,Progressive Shippers Cooperative Association No,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,53546-9427,SUV,Scottsdale,,,,
17120,Rabun Used Car Sales,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25500,85257-3102,Sedan,Austin,,,,
17121,Race Car Help,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,78758-7841,SUV,Middletown,,,,
17122,Ryder Truck Rental and Leasing,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41001,06457-3834,Sedan,Aurora,,,,
17123,Saab-Belle Dodge,Ford,Taurus,Overhead Camshaft,Manual,Red,22001,60504-7114,SUV,Greenville,,,,
17124,Scrivener Performance Engineering,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34751,38701-8047,Passenger,Pasco,,,,
17125,Suburban Ford,Ford,Ranger,Overhead Camshaft,Manual,Black,18001,53546-9427,SUV,Janesville,,,,
17126,Suburban Ford,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33001,53546-9427,Hatchback,Scottsdale,,,,
17127,Tri-State Mack Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42001,85257-3102,Passenger,Austin,,,,
17128,U-Haul CO,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,78758-7841,SUV,Austin,,,,
17129,Progressive Shippers Cooperative Association No,Audi,A6,Overhead Camshaft,Manual,Pale White,13501,53546-9427,SUV,Scottsdale,,,,
17130,Rabun Used Car Sales,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85601,85257-3102,Passenger,Austin,,,,
17131,Suburban Ford,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36501,53546-9427,Hatchback,Janesville,,,,
17132,Tri-State Mack Inc,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Red,25001,85257-3102,Passenger,Scottsdale,,,,
17133,U-Haul CO,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,18001,78758-7841,Hatchback,Austin,,,,
17134,Saab-Belle Dodge,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39000,60504-7114,SUV,Aurora,,,,
17135,C & M Motors Inc,BMW,328i,Overhead Camshaft,Manual,Black,69001,60504-7114,Sedan,Aurora,,,,
17136,Capitol KIA,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27501,38701-8047,SUV,Greenville,,,,
17137,Chrysler of Tri-Cities,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,99301-3882,Sedan,Pasco,,,,
17138,Chrysler Plymouth,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14001,53546-9427,Sedan,Janesville,,,,
17139,Classic Chevy,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9001,85257-3102,Hatchback,Scottsdale,,,,
17140,Clay Johnson Auto Sales,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12001,78758-7841,Hatchback,Austin,,,,
17141,Diehl Motor CO Inc,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31501,06457-3834,Sedan,Middletown,,,,
17142,Scrivener Performance Engineering,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,38701-8047,SUV,Greenville,,,,
17143,Gartner Buick Hyundai Saab,Plymouth,Neon,Overhead Camshaft,Manual,Black,29001,38701-8047,SUV,Greenville,,,,
17144,Star Enterprises Inc,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9001,99301-3882,Passenger,Pasco,,,,
17145,Hatfield Volkswagen,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,44001,99301-3882,SUV,Greenville,,,,
17146,Motor Vehicle Branch Office,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,78758-7841,SUV,Scottsdale,,,,
17147,U-Haul CO,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,45000,78758-7841,Passenger,Austin,,,,
17148,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19000,06457-3834,Hatchback,Middletown,,,,
17149,C & M Motors Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,60504-7114,Hatchback,Aurora,,,,
17150,Nebo Chevrolet,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39001,06457-3834,SUV,Austin,,,,
17151,Chrysler of Tri-Cities,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,22000,99301-3882,Hatchback,Pasco,,,,
17152,Pitre Buick-Pontiac-Gmc of Scottsdale,Subaru,Forester,Overhead Camshaft,Manual,Red,26001,99301-3882,SUV,Greenville,,,,
17153,Classic Chevy,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69000,85257-3102,Sedan,Scottsdale,,,,
17154,Clay Johnson Auto Sales,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,27000,78758-7841,Passenger,Austin,,,,
17155,Diehl Motor CO Inc,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,06457-3834,Passenger,Middletown,,,,
17156,Progressive Shippers Cooperative Association No,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,25001,53546-9427,SUV,Pasco,,,,
17157,C & M Motors Inc,Saturn,LS,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Sedan,Aurora,,,,
17158,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Mountaineer,Overhead Camshaft,Manual,Pale White,21000,99301-3882,SUV,Pasco,,,,
17159,Chrysler of Tri-Cities,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12200,99301-3882,Hatchback,Pasco,,,,
17160,Race Car Help,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25500,78758-7841,SUV,Austin,,,,
17161,Classic Chevy,Chevrolet,Impala,DoubleÂ Overhead Camshaft,Auto,Black,21000,85257-3102,Hatchback,Scottsdale,,,,
17162,Clay Johnson Auto Sales,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19300,78758-7841,SUV,Austin,,,,
17163,Diehl Motor CO Inc,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,19000,06457-3834,SUV,Middletown,,,,
17164,Enterprise Rent A Car,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85000,60504-7114,SUV,Aurora,,,,
17165,Gartner Buick Hyundai Saab,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,38701-8047,Hatchback,Greenville,,,,
17166,Scrivener Performance Engineering,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45001,38701-8047,SUV,Greenville,,,,
17167,Star Enterprises Inc,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Black,16001,99301-3882,SUV,Pasco,,,,
17168,New Castle Ford Lincoln Mercury,Volvo,S70,Overhead Camshaft,Manual,Black,22000,60504-7114,SUV,Aurora,,,,
17169,Motor Vehicle Branch Office,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,78758-7841,Passenger,Austin,,,,
17170,Ryder Truck Rental and Leasing,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20001,06457-3834,SUV,Middletown,,,,
17171,Saab-Belle Dodge,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,29001,60504-7114,Sedan,Aurora,,,,
17172,Rabun Used Car Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16500,85257-3102,SUV,Scottsdale,,,,
17173,Star Enterprises Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22001,99301-3882,Passenger,Pasco,,,,
17174,Suburban Ford,Honda,Accord,Overhead Camshaft,Manual,Black,43001,53546-9427,Sedan,Janesville,,,,
17175,Tri-State Mack Inc,BMW,328i,Overhead Camshaft,Manual,Pale White,21501,85257-3102,Sedan,Scottsdale,,,,
17176,U-Haul CO,Pontiac,Bonneville,Overhead Camshaft,Manual,Pale White,11001,78758-7841,Hatchback,Austin,,,,
17177,Star Enterprises Inc,Infiniti,I30,Overhead Camshaft,Manual,Pale White,22000,99301-3882,SUV,Pasco,,,,
17178,C & M Motors Inc,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,24001,60504-7114,SUV,Aurora,,,,
17179,Capitol KIA,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37001,38701-8047,SUV,Greenville,,,,
17180,Chrysler of Tri-Cities,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33001,99301-3882,Sedan,Pasco,,,,
17181,Chrysler Plymouth,Acura,RL,Overhead Camshaft,Manual,Black,18001,53546-9427,SUV,Janesville,,,,
17182,Classic Chevy,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,85257-3102,Sedan,Scottsdale,,,,
17183,Race Car Help,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,43001,78758-7841,Sedan,Middletown,,,,
17184,Ryder Truck Rental and Leasing,Buick,Regal,Overhead Camshaft,Manual,Pale White,43001,06457-3834,Passenger,Aurora,,,,
17185,Saab-Belle Dodge,Audi,A6,Overhead Camshaft,Manual,Black,25001,60504-7114,SUV,Greenville,,,,
17186,Rabun Used Car Sales,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,SUV,Austin,,,,
17187,Star Enterprises Inc,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24001,99301-3882,SUV,Janesville,,,,
17188,C & M Motors Inc,Honda,Passport,Overhead Camshaft,Manual,Pale White,13000,60504-7114,SUV,Aurora,,,,
17189,Tri-State Mack Inc,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19001,85257-3102,Passenger,Austin,,,,
17190,U-Haul CO,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37001,78758-7841,SUV,Middletown,,,,
17191,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17001,06457-3834,Passenger,Aurora,,,,
17192,C & M Motors Inc,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29001,60504-7114,Hatchback,Greenville,,,,
17193,Capitol KIA,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,38701-8047,Sedan,Pasco,,,,
17194,Chrysler of Tri-Cities,Toyota,Sienna,Overhead Camshaft,Manual,Black,27001,99301-3882,Passenger,Janesville,,,,
17195,Chrysler Plymouth,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,53546-9427,Hatchback,Scottsdale,,,,
17196,Hatfield Volkswagen,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,99301-3882,SUV,Pasco,,,,
17197,Iceberg Rentals,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,53546-9427,SUV,Janesville,,,,
17198,McKinney Dodge Chrysler Jeep,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14001,85257-3102,Passenger,Scottsdale,,,,
17199,Motor Vehicle Branch Office,Mitsubishi,3000GT,Overhead Camshaft,Manual,Black,18001,78758-7841,Sedan,Austin,,,,
17200,Nebo Chevrolet,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,06457-3834,Sedan,Middletown,,,,
17201,New Castle Ford Lincoln Mercury,Acura,RL,Overhead Camshaft,Manual,Pale White,17001,60504-7114,SUV,Aurora,,,,
17202,Gartner Buick Hyundai Saab,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,38701-8047,SUV,Greenville,,,,
17203,Saab-Belle Dodge,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,24001,60504-7114,SUV,Janesville,,,,
17204,Iceberg Rentals,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33000,53546-9427,Sedan,Janesville,,,,
17205,McKinney Dodge Chrysler Jeep,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,85257-3102,Hatchback,Scottsdale,,,,
17206,Motor Vehicle Branch Office,Volvo,V40,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,78758-7841,SUV,Austin,,,,
17207,Progressive Shippers Cooperative Association No,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16401,53546-9427,SUV,Greenville,,,,
17208,Race Car Help,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,78758-7841,SUV,Austin,,,,
17209,New Castle Ford Lincoln Mercury,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18500,60504-7114,Sedan,Aurora,,,,
17210,Pars Auto Sales,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,38701-8047,SUV,Greenville,,,,
17211,Pitre Buick-Pontiac-Gmc of Scottsdale,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Black,60000,99301-3882,Hatchback,Pasco,,,,
17212,Progressive Shippers Cooperative Association No,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,53546-9427,Passenger,Janesville,,,,
17213,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,85257-3102,Sedan,Scottsdale,,,,
17214,Star Enterprises Inc,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,99301-3882,SUV,Pasco,,,,
17215,Clay Johnson Auto Sales,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,78758-7841,SUV,Austin,,,,
17216,Enterprise Rent A Car,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,60504-7114,SUV,Aurora,,,,
17217,Iceberg Rentals,Mercury,Mountaineer,Overhead Camshaft,Manual,Pale White,21001,53546-9427,SUV,Janesville,,,,
17218,Nebo Chevrolet,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25001,06457-3834,SUV,Middletown,,,,
17219,Iceberg Rentals,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,53546-9427,Sedan,Janesville,,,,
17220,Classic Chevy,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,24001,85257-3102,SUV,Austin,,,,
17221,Clay Johnson Auto Sales,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,78758-7841,Passenger,Middletown,,,,
17222,Diehl Motor CO Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,06457-3834,Sedan,Aurora,,,,
17223,Enterprise Rent A Car,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,24001,60504-7114,Hatchback,Greenville,,,,
17224,Gartner Buick Hyundai Saab,Volvo,C70,Overhead Camshaft,Manual,Black,36001,38701-8047,Hatchback,Pasco,,,,
17225,Hatfield Volkswagen,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10001,99301-3882,SUV,Janesville,,,,
17226,Pars Auto Sales,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,16001,38701-8047,Passenger,Greenville,,,,
17227,Star Enterprises Inc,Dodge,Neon,Overhead Camshaft,Manual,Pale White,19000,99301-3882,SUV,Pasco,,,,
17228,Progressive Shippers Cooperative Association No,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22001,53546-9427,Passenger,Janesville,,,,
17229,Rabun Used Car Sales,Nissan,Frontier,Overhead Camshaft,Manual,Black,53001,85257-3102,Hatchback,Scottsdale,,,,
17230,Race Car Help,Volvo,S40,Overhead Camshaft,Manual,Pale White,22001,78758-7841,Sedan,Austin,,,,
17231,Ryder Truck Rental and Leasing,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,06457-3834,Hatchback,Middletown,,,,
17232,Saab-Belle Dodge,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Black,26001,60504-7114,Hatchback,Aurora,,,,
17233,Scrivener Performance Engineering,Ford,F-Series,Overhead Camshaft,Manual,Black,38001,38701-8047,Passenger,Greenville,,,,
17234,Star Enterprises Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,43001,99301-3882,Sedan,Pasco,,,,
17235,New Castle Ford Lincoln Mercury,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22001,60504-7114,SUV,Aurora,,,,
17236,Pars Auto Sales,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,12501,38701-8047,Hatchback,Greenville,,,,
17237,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,99301-3882,Passenger,Pasco,,,,
17238,Progressive Shippers Cooperative Association No,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,53546-9427,Passenger,Janesville,,,,
17239,Rabun Used Car Sales,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Pale White,35000,85257-3102,Sedan,Scottsdale,,,,
17240,Race Car Help,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,78758-7841,Hatchback,Austin,,,,
17241,Race Car Help,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,25001,78758-7841,SUV,Janesville,,,,
17242,Saab-Belle Dodge,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26500,60504-7114,Hatchback,Aurora,,,,
17243,U-Haul CO,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,78758-7841,SUV,Pasco,,,,
17244,Race Car Help,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,78758-7841,Hatchback,Austin,,,,
17245,Ryder Truck Rental and Leasing,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,06457-3834,SUV,Middletown,,,,
17246,Saab-Belle Dodge,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,60504-7114,SUV,Aurora,,,,
17247,U-Haul CO,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,17501,78758-7841,SUV,Austin,,,,
17248,Star Enterprises Inc,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,99301-3882,SUV,Pasco,,,,
17249,Suburban Ford,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,45000,53546-9427,Hatchback,Janesville,,,,
17250,U-Haul CO,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41200,78758-7841,SUV,Austin,,,,
17251,U-Haul CO,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,78758-7841,Sedan,Austin,,,,
17252,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,33500,53546-9427,Passenger,Janesville,,,,
17253,McKinney Dodge Chrysler Jeep,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,16001,85257-3102,Passenger,Scottsdale,,,,
17254,Motor Vehicle Branch Office,Saturn,LS,Overhead Camshaft,Manual,Pale White,14601,78758-7841,Sedan,Austin,,,,
17255,Nebo Chevrolet,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24001,06457-3834,SUV,Middletown,,,,
17256,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45501,99301-3882,SUV,Pasco,,,,
17257,Pars Auto Sales,Acura,TL,Overhead Camshaft,Manual,Pale White,14000,38701-8047,Hatchback,Greenville,,,,
17258,Progressive Shippers Cooperative Association No,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Black,16000,53546-9427,SUV,Janesville,,,,
17259,Progressive Shippers Cooperative Association No,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,53546-9427,Passenger,Janesville,,,,
17260,Rabun Used Car Sales,Ford,Mustang,Overhead Camshaft,Manual,Pale White,25000,85257-3102,Hatchback,Scottsdale,,,,
17261,Tri-State Mack Inc,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,85257-3102,SUV,Scottsdale,,,,
17262,Capitol KIA,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,24000,38701-8047,SUV,Greenville,,,,
17263,Chrysler Plymouth,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12000,53546-9427,SUV,Janesville,,,,
17264,Classic Chevy,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000,85257-3102,SUV,Austin,,,,
17265,Motor Vehicle Branch Office,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,78758-7841,Sedan,Aurora,,,,
17266,Nebo Chevrolet,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34200,06457-3834,Sedan,Greenville,,,,
17267,New Castle Ford Lincoln Mercury,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,60504-7114,Hatchback,Pasco,,,,
17268,Pars Auto Sales,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,38701-8047,SUV,Janesville,,,,
17269,Progressive Shippers Cooperative Association No,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,71000,53546-9427,Hatchback,Scottsdale,,,,
17270,Rabun Used Car Sales,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,85257-3102,Hatchback,Austin,,,,
17271,Suburban Ford,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13001,53546-9427,Hatchback,Janesville,,,,
17272,Tri-State Mack Inc,Ford,F-Series,Overhead Camshaft,Manual,Pale White,13501,85257-3102,Passenger,Scottsdale,,,,
17273,U-Haul CO,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16501,78758-7841,Sedan,Austin,,,,
17274,Progressive Shippers Cooperative Association No,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,53546-9427,Hatchback,Janesville,,,,
17275,Rabun Used Car Sales,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26001,85257-3102,SUV,Scottsdale,,,,
17276,Race Car Help,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,13001,78758-7841,Passenger,Austin,,,,
17277,Ryder Truck Rental and Leasing,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20001,06457-3834,Passenger,Middletown,,,,
17278,Scrivener Performance Engineering,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51001,38701-8047,SUV,Scottsdale,,,,
17279,Suburban Ford,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13000,53546-9427,Passenger,Janesville,,,,
17280,U-Haul CO,Cadillac,Seville,Overhead Camshaft,Manual,Pale White,22001,78758-7841,SUV,Scottsdale,,,,
17281,U-Haul CO,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,78758-7841,Hatchback,Austin,,,,
17282,Progressive Shippers Cooperative Association No,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Pale White,35000,53546-9427,Sedan,Janesville,,,,
17283,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,22000,85257-3102,Sedan,Scottsdale,,,,
17284,Progressive Shippers Cooperative Association No,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,53546-9427,SUV,Austin,,,,
17285,Rabun Used Car Sales,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,25000,85257-3102,Hatchback,Scottsdale,,,,
17286,Race Car Help,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,12800,78758-7841,Sedan,Austin,,,,
17287,Gartner Buick Hyundai Saab,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,38701-8047,SUV,Greenville,,,,
17288,Chrysler Plymouth,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42000,53546-9427,SUV,Janesville,,,,
17289,U-Haul CO,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,78758-7841,SUV,Austin,,,,
17290,Iceberg Rentals,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33001,53546-9427,SUV,Janesville,,,,
17291,Enterprise Rent A Car,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41500,60504-7114,SUV,Aurora,,,,
17292,Ryder Truck Rental and Leasing,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,14000,06457-3834,Hatchback,Middletown,,,,
17293,Saab-Belle Dodge,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,60504-7114,Passenger,Aurora,,,,
17294,Scrivener Performance Engineering,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,14000,38701-8047,SUV,Greenville,,,,
17295,Star Enterprises Inc,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,99301-3882,Passenger,Pasco,,,,
17296,Suburban Ford,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28000,53546-9427,Passenger,Janesville,,,,
17297,Tri-State Mack Inc,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60500,85257-3102,Sedan,Scottsdale,,,,
17298,U-Haul CO,Mercury,Cougar,Overhead Camshaft,Manual,Pale White,22000,78758-7841,Hatchback,Austin,,,,
17299,Clay Johnson Auto Sales,Subaru,Forester,Overhead Camshaft,Manual,Pale White,26000,78758-7841,SUV,Austin,,,,
17300,Ryder Truck Rental and Leasing,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,22500,06457-3834,Sedan,Aurora,,,,
17301,Saab-Belle Dodge,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,17500,60504-7114,Hatchback,Greenville,,,,
17302,Scrivener Performance Engineering,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39500,38701-8047,Sedan,Pasco,,,,
17303,Star Enterprises Inc,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Black,9500,99301-3882,SUV,Janesville,,,,
17304,Suburban Ford,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,53546-9427,Sedan,Scottsdale,,,,
17305,New Castle Ford Lincoln Mercury,Ford,Focus,Overhead Camshaft,Manual,Black,49000,60504-7114,SUV,Aurora,,,,
17306,Saab-Belle Dodge,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,26001,60504-7114,Sedan,Aurora,,,,
17307,Ryder Truck Rental and Leasing,Saturn,LW,Overhead Camshaft,Manual,Pale White,13500,06457-3834,Hatchback,Middletown,,,,
17308,Tri-State Mack Inc,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15250,85257-3102,SUV,Scottsdale,,,,
17309,Progressive Shippers Cooperative Association No,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,53546-9427,Hatchback,Janesville,,,,
